Khu vực,Tiêu đề,Giá (triệu),Diện tích (m²),Giá/m² (triệu),Vị trí,Ngày đăng,Cắt lỗ?,Link
Nam Từ Liêm,Em Thúy bán Imperia Smart City: Stu 2tỷ; 1PN+ 3.6tỷ;2PN 54m 3.8tỷ; 2PN+ 64m 5.5tỷ; 3pn 75m 6.3 tỷ.,,63.9,,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-imperia-smart-city/em-thuy-ban-stu-2ty-1pn-3-6ty-2pn-54m-3-8ty-2pn-64m-5-5ty-3pn-75m-6-3-ty-pr45230331
Nam Từ Liêm,"Em Hiền bán 08 căn Masteri West Heights: 3PN, 2PN+, 1PN+, Studio (giá từ 2 tỷ 350 - 6.8 tỷ)",,63.9,,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/em-hien-ban-08-3pn-2pn-1pn-studio-gia-tu-2-ty-350-6-8-ty-pr45193843
Nam Từ Liêm,"Catho Land bán quỹ căn stu, 1 - 3PN Vinsmart chính chủ view đẹp giá rẻ, pháp lý rõ ràng miễn phí MG",3600.0,43.0,83.72093023255815,·P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-vinhomes-smart-city/quy-stu-1-3pn-vin-chinh-chu-view-dep-gia-re-phap-ly-ro-rang-mien-phi-mg-ht-vay-70-pr44655666
Nam Từ Liêm,"Cần bán căn hộ 2PN - 2VS, 62m2 Imperia toà I1, view hồ - tầng trung - view hồ",6150.0,62.0,99.19354838709677,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-imperia-smart-city/ban-2pn-2vs-62m2-toa-i1-view-tang-trung-view-ho-pr45288817
Nam Từ Liêm,"Gia đình chuyển căn lớn hơn nên chuyển nhượng căn 1N + 46,6m2 tầng trung, view hồ tại toà A Masteri",5150.0,46.6,110.51502145922747,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/ban-1pn-46-6m2-gia-cuc-chat-tai-nam-tu-liem-ha-noi-pr44836446
Nam Từ Liêm,"Bán lỗ CH 2PN-2WC tòa Masteri. Giá 5,7 tỷ VND, 54m2. Full nội thất cao cấp",5700.0,54.0,105.55555555555556,P. Tây Mỗ,Đăng hôm nay,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/ban-cc-5-ty-vnd-54m2-2pn-2wc-nam-tu-liem-ha-noi-hang-hot-pr45036064
Nam Từ Liêm,"Tôi cần bán CH 1PN+1 giá 4,45 tỷ, 42m2 Mas D-tầng trung đẹp, phù hợp cho anh/chị đầu tư dòng tiền",4450.0,42.0,105.95238095238095,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/toi-ban-ch-1pn-1-gia-4-45-ty-43m2-mas-d-tang-trung-ep-phu-hop-cho-anh-chi-au-tu-dong-tien-pr45230965
Nam Từ Liêm,"Chính chủ gửi bán 1PN + 1, phân khu cao cấp Mas A, giá: 4,35 tỷ, DT: 46,9m2 view công viên hồ",4350.0,41.9,103.81861575178998,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-masteri-west-heights/chinh-chu-ban-1pn-1-phan-khu-cao-cap-mas-a-gia-3-65-ty-tang-trung-dt-46-9m2-view-cong-vien-ho-pr43794098
Nam Từ Liêm,"Chính chủ bán căn studio 28,1m2 tầng trung khu S203. Giá 2,8 tỷ bao phí. Liên hệ0366 710 ***",2800.0,28.1,99.64412811387899,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/chinh-chu-ban-studio-28-1m2-tang-trung-khu-s203-gia-2ty6-bao-phi-lien-he-0366710914-pr45230507
Nam Từ Liêm,(Giảm mạnh) toà C6 - Trần Hữu Dực - lô góc - 3PN - 2WC - tầng cao - view pháo hoa. LH:0858 045 ***,8250.0,108.0,76.38888888888889,P. Cầu Diễn (P. Từ Liêm mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-khu-do-thi-my-dinh-i/chinh-chu-toa-c6-lo-goc-3-pn-2-wc-tang-cao-view-phao-hoa-lh-0858-o4-5555-pr44751505
Nam Từ Liêm,"Bán nhanh CH 2PN - 1WC. Giá bán 4,65 tỷ, full nội thất tại toà S303 VH Smart City",4650.0,54.6,85.16483516483517,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/ban-nhanh-ch-2pn-1wc-gia-ban-4-65-ty-full-noi-that-tai-toa-s303-vh-city-pr45290569
Nam Từ Liêm,"Bán CH chung cư 2PN + 1, 5.3tỷ VND, diện tích 63,7 m2 tại The Miami, Tây Mỗ, Nam Từ Liêm, Hà Nội",5300.0,63.7,83.20251177394034,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-miami/ban-ch-2pn-1-5-ty-vnd-dien-tich-63-2-m2-tai-nam-tu-liem-ha-noi-pr45041008
Nam Từ Liêm,"Gia đình tôi cần bán 2PN+1 phân khu cao cấp 6,15tỷ, tầng trung, DTTT: 64,1m2 view hồ -0974 121 ***",6150.0,64.1,95.94383775351015,P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-imperia-smart-city/gia-dinh-toi-ban-2pn-1-phan-khu-cao-cap-5-35-ty-tang-trung-dttt-64-1m2-view-ho-pr44170097
Nam Từ Liêm,"Tôi bán 09CH Studio 1,96 tỷ 1PN 3,2tỷ, 2PN 55m2 4,1tỷ, 2PN + 64m2 4,68tỷ, 3PN 5,5 tỷ tại Smart City",2300.0,30.0,76.66666666666667,·P. Tây Mỗ,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/toi-ban-10ch-studio-1-7-ty-1pn-2-6ty-2pn-3-3ty-2pn-goc-3-9ty-3pn-goc-4-42ty-city-pr43449850
